Id,StateAbbr,ClientUno,County,StateName,PostalCode,EthnicIdentity,Age,Gender,MaritalStatus,Veteran,Imprisoned,NumberInHousehold,AnnualIncome,AllowedIncome,CheckingBalance,SavingsBalance,InvestmentsBalance,CreatedUtc
691,AL,91AC00F8-82A2-4390-AB1B-578AE4A8F49E,Montgomery,Alabama,36043,Caucasian,31,Female,Single,No,No,1,57000,13590,2000,NULL,NULL,########
692,AZ,46CFFE08-1240-4C60-A8A1-32AA4A839F90,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
693,CA,EF7877D4-7C0D-42C4-9993-E779515E0CFF,Yolo,California,95618,Asian,35,Female,Married / remarried,No,No,4,25000,70230,2000,2000,NULL,########
694,CT,985B77CE-5E12-4DF6-8A26-A1115BB6AFF7,Hartford,Connecticut,6110,Caucasian,27,Female,Married / remarried,No,No,6,48000,72590,800,NULL,NULL,########
695,GA,566C57C6-DF30-4F94-9166-2FE45739B2AC,Paulding,Georgia,30157,Caucasian,36,Female,Divorced or Widowed,No,Yes,2,11436,25390,NULL,NULL,NULL,########
696,HI,841FF4F9-5C1B-4885-9C31-2E0D2E5898D0,Honolulu,Hawaii,96822,"Asian,Caucasian,Latino or Hispanic,Native Hawaiian / Pacific Islander",61,Male,Single,No,No,1,39000,15630,956,186,15049,########
697,IA,FA8CE6EF-48D7-4536-8B71-56F5FE434849,Polk,Iowa,50320,,56,NULL,NULL,NULL,No,1,11400,13590,10,NULL,NULL,########
698,LA,6027A1BE-6CC3-4673-B3F7-22A4FE693B01,Bossier Parish,Louisiana,71112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
699,MA,C18E9BA3-ADF9-46D9-95F7-E4C1255A209F,Plymouth,Massachusetts,2050,Caucasian,38,Male,Single,No,No,1,0,13590,NULL,NULL,NULL,########
700,NE,9CBF66F8-7C5D-4445-86AC-561DCCB914A2,Douglas,Nebraska,68137,Caucasian,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
701,NM,E169357C-5BD3-4BB2-83CD-F7F8CD08CDF8,Luna,New Mexico,88030,Caucasian,37,Female,Married / remarried,No,No,6,1190592,72590,NULL,NULL,NULL,########
702,OK,FC795CF9-73B7-4C80-91EA-42D6D82C6439,Oklahoma,Oklahoma,73132,Asian,NULL,Female,Divorced or Widowed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
703,PA,67AF1301-66E5-4CE4-89A4-9442964245DB,Washington,Pennsylvania,15301,Caucasian,NULL,Female,Separated,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
704,TN,D1359038-A9CC-4365-AE12-75A2CC0C48FC,Robertson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
705,US,81D4D73D-1862-43FE-A5AA-5680DDEB82F3,Arizona,ABA Federal,86301,,44,NULL,NULL,NULL,No,1,14000,13590,300,80,NULL,########
706,UT,46CB7AA2-E12D-42EF-9249-DBCF9FF43775,Salt Lake,Utah,84088,Caucasian,22,Male,Single,No,No,4,0,48990,400,100,NULL,########
707,VT,A251CF3C-BD00-45B4-A410-AADAA56DBC0E,Chittenden,Vermont,5403,I'd rather not answer,66,Female,Married / remarried,No,No,2,50400,25390,3000,400,NULL,########
708,AK,133B6932-11FB-4416-8F9E-1FE90B008D7B,Anchorage Municipality,Alaska,99577,"Caucasian,Latino or Hispanic",34,Female,Single,No,No,2,47294,31740,2400,9,NULL,########
709,AZ,9F6277FD-E2A5-4233-9644-7DF1B5EF6205,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
710,GA,A95812E4-8C2E-4665-AC83-4D5E8F56FFD2,Lowndes,Georgia,31632,Caucasian,54,Male,Divorced or Widowed,No,No,3,59800,37190,75,NULL,NULL,########
711,HI,00A1B55C-FF0D-40CC-BFC6-5A43A26949CA,Hawaii,Hawaii,96817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
712,IL,F701944E-CA0D-456D-B369-E1CB9D7A695B,Champaign,Illinois,61802,Caucasian,42,Male,Single,No,No,2,36000,27750,30,NULL,NULL,########
713,LA,3662371D-16AF-4B6E-937A-96AEE720A8E7,Orleans Parish,Louisiana,70122,African American,NULL,Female,Single,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
714,ME,875568EB-194C-4C77-8EE2-3C913C9BA857,York,Maine,4073,Caucasian,45,Male,Married / remarried,No,No,7,0,126870,-45,0,NULL,########
715,NE,1D11E3E3-DAC4-47A5-A798-0A007CB53B0E,Sarpy,Nebraska,68136,Caucasian,34,Female,Married / remarried,NULL,No,4,57600,70230,150,NULL,NULL,########
716,PA,46E2CCA8-644E-4126-B63D-44D09086F317,Washington,Pennsylvania,15301,"Caucasian,Native American or Alaska Native",24,Male,Single,No,No,4,0,48990,0,0,NULL,########
717,TN,1A8C40CE-85A0-47BB-8DC7-C525727D520D,Shelby,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
718,VT,A9B3C3A7-92D6-4AEF-8FF9-2D2ADE9CAE45,Bennington,Vermont,5152,Caucasian,36,Male,Divorced or Widowed,No,No,1,20800,13590,0,NULL,NULL,########
719,AK,6EFF886D-90DD-4B7F-A865-F574B7F1B0FF,Anchorage Municipality,Alaska,99517,Native American or Alaska Native,51,Female,Married / remarried,No,No,3,48000,46490,7000,11000,NULL,########
720,AL,9B5F4E2B-4F93-41E6-AAC5-622D2F940161,Morgan,Alabama,35601,,51,NULL,NULL,NULL,No,1,0,13590,NULL,NULL,NULL,########
721,AZ,4B20F1A0-9860-466D-BC3C-8D8228561194,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
722,GA,113E4ED2-C72A-4C15-8041-F603A60045CD,Chatham,Georgia,31406,Caucasian,55,Female,Separated,No,No,2,45000,25390,200,50,NULL,########
723,HI,B84CFB14-A3AA-42F8-A0E2-A3DCD43C5F2D,Hawaii,Hawaii,96817,Asian,65,Female,Divorced or Widowed,No,No,1,30864,15630,0,10,NULL,########
724,KS,A299BE44-412B-41FD-90E3-0A266C8D3B22,Brown,Kansas,66439,,37,NULL,NULL,NULL,No,4,4800,48990,NULL,NULL,NULL,########
725,MI,CEA68AF2-19B3-402C-9B70-9CE41A6B12EF,Genesee,Michigan,48504,African American,39,Male,Married / remarried,No,No,3,60000,32470,1000,0,NULL,########
726,MO,B1DF5AC5-A776-4C39-A04D-B22E6658AE17,Boone,Missouri,65201,Latino or Hispanic,33,Female,Married / remarried,Yes,No,6,60000,107990,800,98,NULL,########
727,MS,72CB50FE-C8BE-4D3F-A4DD-0B258C6C719C,Hinds,Mississippi,39212,Caucasian,45,Male,Divorced or Widowed,No,No,1,36400,13590,384.17,NULL,NULL,########
728,NH,A15EA9E0-48D0-4C08-8589-9CA5C58617DD,Coos,New Hampshire,3570,I'd rather not answer,60,Female,Divorced or Widowed,No,No,1,6500,13590,40,150,NULL,########
729,TN,74C5E49A-D69C-4070-BA3F-B3C3AFC1A1C9,Robertson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
730,TX,312F5A07-C2B6-4E22-8A60-CC0FE1C3D992,McLennan,Texas,76704,African American,38,Male,Separated,No,No,1,18500,13590,230,5,NULL,########
731,AZ,BD7EB0B8-33E1-47E5-8C57-AF33F9FF3628,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
732,CT,2C479A25-0133-4AAC-AC3B-6D002E9E756D,Windham,Connecticut,6277,Caucasian,27,Female,Single,No,No,1,14400,13590,3,NULL,NULL,########
733,GA,571889CF-2D15-4663-B2D1-4EDA99334A99,Houston,Georgia,30016,Latino or Hispanic,40,Female,Single,No,No,1,0,13590,NULL,NULL,NULL,########
734,IA,60A4F52E-CC6B-47EA-9513-EC14DDE8677F,Iowa,Iowa,52632,Caucasian,52,Female,Single,No,No,2,26000,25390,2000,NULL,NULL,########
735,KS,9FF43FDE-B610-4050-B9ED-C02BDA471787,Jefferson,Kansas,66070,Caucasian,57,Female,Single,No,No,1,2236,13590,30,NULL,NULL,########
736,LA,C69A6FEB-1A00-4DB0-86FE-0914889F7AE5,Beauregard Parish,Louisiana,70657,Caucasian,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
737,TN,581BA478-D858-4D8B-95BA-33D494CD45F8,Shelby,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
738,US,9F18AE70-5B29-4F8C-91DC-B1C1249EC3AC,Kentucky,ABA Federal,42262,"African American,Caucasian,Native American or Alaska Native",22,Male,Married / remarried,Yes,No,3,50000,37190,600,NULL,700,########
739,AR,4E2CC3D4-4D5D-400D-ADCA-26236391018C,Arkansas,Arkansas,72641,Caucasian,52,Male,Married / remarried,No,No,10,16800,119790,500,500,NULL,########
740,AZ,F404333F-EA7C-410A-8CE0-7E5813D4B592,Maricopa,Arizona,,NULL,43,NULL,NULL,NULL,No,2,0,25390,NULL,NULL,NULL,########
741,CA,B5807022-3E18-490F-B8EE-BF52C1F1A3C8,Alameda,California,94517,Caucasian,49,Female,Divorced or Widowed,No,No,1,18000,13590,800,6000,NULL,########
742,IA,AD0B82D8-2021-4E6A-98DC-7253E8BEE981,Jackson,Iowa,52060,Caucasian,29,Female,Single,No,No,2,30000,25390,100,NULL,15,########
743,IL,5CCC88A9-6D5E-4DED-9807-071F00E2E131,Iroquois,Illinois,60970,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
744,LA,9E99C911-3C19-4924-8EDC-7F8211420162,Livingston Parish,Louisiana,70726,Native American or Alaska Native,NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
745,MD,6BDB57CE-9685-45CF-9A73-83C749A8FF2B,Prince George's,Maryland,20746,"African American,Latino or Hispanic",29,Female,Single,No,No,2,28000,25390,500,0,NULL,########
746,ME,231030D3-5F1F-4E0E-A6A8-ECD7E2D975CF,York,Maine,4064,,25,NULL,NULL,NULL,No,1,20000,13590,0,0,NULL,########
747,PA,04193D0F-DADE-401B-937D-C0332A7DC1D8,Juniata,Pennsylvania,17082,Caucasian,NULL,Female,Married / remarried,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
748,SD,4A956FAD-E84E-4FDA-B08E-001DD9F9FB3A,Minnehaha,South Dakota,57103,Caucasian,29,Female,Single,No,No,3,36400,37190,200,NULL,NULL,########
749,TN,5B736196-BAF9-4DDC-B2F9-0E0F40CAC980,Franklin,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
750,UT,C11FF857-858F-46A1-82D2-0980FC36713D,Washington,Utah,84737,"Caucasian,Native American or Alaska Native",54,Female,Divorced or Widowed,No,No,1,0,13590,NULL,NULL,NULL,########
751,VA,E16439C5-2CD3-445B-A644-50D9D868022D,Richmond city,Virginia,23220,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
752,VT,498DA97D-261B-443B-8830-95FD043A27E3,Rutland,Vermont,5777,Caucasian,58,Male,Divorced or Widowed,Yes,No,2,4800,25390,55,NULL,NULL,########
753,AK,72619CD9-0FCA-4DD3-ACF2-9CCAC7A30147,Anchorage Municipality,Alaska,99577,Caucasian,41,Male,Divorced or Widowed,No,No,2,49400,31740,-3.51,NULL,NULL,########
754,AL,3E0E10A9-967F-4280-9FAB-114567D3D504,Shelby,Alabama,35080,Other,51,Female,I'd rather not answer,No,No,2,0,25390,200,NULL,NULL,########
755,AR,4106F670-5744-4B00-9217-128B8F4DD0A3,Johnson,Arkansas,72830,Caucasian,39,Male,Divorced or Widowed,No,No,3,19200,37190,NULL,NULL,NULL,########
756,AZ,7BAE9788-3354-4886-BE08-44CCEB9F0BDE,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
757,CA,BA370811-5BAD-4DA7-8DDA-A969FCAA0379,San Joaquin,California,95206,I'd rather not answer,NULL,I'd rather not answer,I'd rather not answer,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
758,IL,0F93325C-2CA4-47C7-AAB3-34000A1F06E1,Cook,Illinois,60613,Caucasian,60,Male,Married / remarried,No,No,2,22800,27750,500,25,NULL,########
759,MO,0BAA8DA6-C30E-498F-BD88-2C06E20043A1,St. Francois,Missouri,63601,Caucasian,54,Male,Divorced or Widowed,Yes,No,1,6000,13590,150,NULL,NULL,########
760,MS,873033D7-3645-4ED2-AC8C-491D47B94A0E,Stone,Mississippi,39574,Caucasian,41,Female,Divorced or Widowed,No,No,1,10400,13590,10,10,NULL,########
761,NY,56A67FEB-1FCC-410D-B394-6826A57C9CD1,Erie,New York,14043,African American,NULL,Female,Married / remarried,NULL,No,2,26400,32470,0.23,NULL,NULL,########
762,OK,1BBE4191-0E6F-4FD1-9B13-0FCD00F48B0D,Oklahoma,Oklahoma,73069,Caucasian,NULL,Female,Single,NULL,No,1,0,13590,145,NULL,NULL,########
763,PA,9CBD8CC6-2DCE-4A7D-AF54-A26D61A32B38,Somerset,Pennsylvania,15501,Caucasian,26,Female,Single,No,No,1,7200,13590,NULL,NULL,NULL,########
764,TN,16153529-A191-4C4E-A60F-80BA43F2D5E9,Montgomery,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
765,AL,47CB1FF4-3A19-4361-8E56-0D6BF6A62B5C,Jefferson,Alabama,35005,"Caucasian,Other",34,Female,Single,No,No,3,14000,37190,NULL,NULL,NULL,########
766,AR,26949A42-924E-4026-8651-64047597285F,White,Arkansas,72143,Caucasian,36,Female,Single,No,No,3,20800,37190,NULL,NULL,NULL,########
767,AZ,320D6A84-C105-42DB-B623-C5C99E067A6D,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
768,CA,84EAE1EA-BEC9-47D2-A005-C402B82DE873,San Francisco,California,94131,"African American,Latino or Hispanic",28,Female,Single,No,No,2,24000,32470,200,1000,NULL,########
769,KS,88CF2918-92A0-4745-81F1-4A06B47A8588,Douglas,Kansas,66046,Caucasian,67,Female,Married / remarried,No,No,2,33432,25390,140,NULL,NULL,########
770,LA,5B7F4FBB-ED7B-40EC-887A-BB3F04DF4E50,St. Landry Parish,Louisiana,46241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
771,MO,A8B5C231-621F-4196-8C6B-1E4740AB27BA,Jackson,Missouri,64109,African American,36,Female,Single,No,No,5,11400,89110,NULL,NULL,NULL,########
772,NH,4AD66E69-5A24-4165-A10E-29A933EB527F,Hillsborough,New Hampshire,3103,Caucasian,30,Female,Single,No,No,2,30000,32470,1500,130,NULL,########
773,NJ,3B5672C5-449D-41E5-9830-9159182B1789,Mercer,New Jersey,18940,Caucasian,57,Female,Divorced or Widowed,No,No,2,30000,32470,1200,0,NULL,########
774,PA,15561909-92A3-4119-8162-F7891C2543C3,Montgomery,Pennsylvania,19525,Asian,32,Female,Separated,No,No,2,120000,25390,10000,20000,NULL,########
775,TN,29E9174E-ADAD-4910-AD00-DE19F010F4E4,Washington,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
776,TX,C210DE4A-39DF-4C6E-8ACE-A4DC397BA272,Collin,Texas,75094,African American,50,Female,Married / remarried,Yes,No,4,70000,48990,500,1000,40000,########
777,VA,D0AE1158-0A54-402B-A5BE-EDD5A543D26E,Henrico,Virginia,23060,Caucasian,NULL,Male,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
778,WY,AA958926-F99D-4003-9501-A2CCF6512469,Natrona,Wyoming,82604,Caucasian,NULL,Female,Single,NULL,No,1,4536,13590,NULL,NULL,NULL,########
779,AL,B268ED3E-325C-4CC3-AEBD-0C5DB24336C3,Montgomery,Alabama,36117,Caucasian,33,Female,Divorced or Widowed,No,No,1,40000,13590,2000,50,NULL,########
780,AZ,852765EA-40E4-4B1D-AB6F-749A0B627D0C,Yavapai,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
781,GA,6BD4D483-72B0-4943-9B6F-F3F485CF2DE5,Bleckley,Georgia,30314,,22,Female,NULL,NULL,Yes,1,5200,13590,NULL,NULL,NULL,########
782,HI,ADB46858-5C03-4AA5-AAC3-65A17048A721,Honolulu,Hawaii,96797,Asian,NULL,Male,Divorced or Widowed,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
783,IL,9860438A-AACC-4BE0-9E6C-B89513ED3C6F,Cook,Illinois,60647,African American,62,Male,Divorced or Widowed,Yes,No,1,12024,13590,3.42,NULL,NULL,########
784,LA,EAFE9978-B072-485C-84BF-1F209CF02EE6,St. Landry Parish,Louisiana,46241,Caucasian,26,Female,Married / remarried,NULL,No,3,44200,51350,10,10,NULL,########
785,ME,C7B2E80D-5A74-43D9-BA72-48CE82820B7F,York,Maine,4005,"Caucasian,Other",40,Female,Single,No,No,3,8820,51350,122,NULL,NULL,########
786,MI,6EFE7C2D-2286-4DD3-AFAE-236BDE8A6DDB,Genesee,Michigan,48423,Caucasian,24,Male,Single,No,No,1,22000,13590,1,5,NULL,########
787,MO,48EBFDE1-AC3A-474F-B3EB-FC07DA2A7B61,Cedar,Missouri,64744,,58,Female,Divorced or Widowed,NULL,No,1,17000,13590,100,NULL,NULL,########
788,NH,0D8B6E4A-596D-42CE-89D4-7D7AAAD65DFD,Hillsborough,New Hampshire,3103,Caucasian,42,Female,Married / remarried,No,No,2,0,32470,16,NULL,NULL,########
789,NM,C8717280-ACC9-428F-8E9A-4A1185326B38,Rio Arriba,New Mexico,87511,"Arab,Latino or Hispanic",NULL,Male,Divorced or Widowed,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
790,PA,6479BE57-E4F9-4BF3-8DF5-47921D9FCE8B,Allegheny,Pennsylvania,15090,Caucasian,NULL,Male,Single,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
791,TN,3B8FCC5C-CD88-4EA7-8EF3-30673EECFBFD,Shelby,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
792,TX,7EDBA70A-A88D-4B45-B6E1-06292C33D657,Harris,Texas,77099,,36,NULL,NULL,NULL,No,4,25000,48990,NULL,NULL,NULL,########
793,US,D64546AD-C863-4750-BAD8-4D797F46DFB9,Florida,ABA Federal,33625,Latino or Hispanic,37,Male,Married / remarried,No,No,4,12000,48990,100,NULL,25000,########
794,UT,AB0C5E06-7035-4E35-AEC0-F9DADEA8E52C,Utah,Utah,84074,Caucasian,44,Female,Divorced or Widowed,No,No,2,28512,25390,26,5,NULL,########
795,VA,1CF51FFA-ED78-4E17-A9EC-F15A749AFEAD,Virginia Beach city,Virginia,83651,"Caucasian,Other",NULL,Male,Married / remarried,NULL,No,4,19200,48990,-800,0,NULL,########
796,VT,AFC5581B-25E3-4200-911D-F249EDBA923C,Rutland,Vermont,5701,"Asian,Caucasian,Native American or Alaska Native,Slavic,Other",NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
797,WY,4BD86060-9AF0-464C-828C-E90078CEEB00,Park,Wyoming,82414,Caucasian,NULL,Female,Single,NULL,No,2,28800,25390,NULL,43,NULL,########
798,AL,07331E6A-C862-4886-9B84-C52EA33A0DA0,Jefferson,Alabama,35023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
799,AZ,CB1AC6BB-9567-44F9-85DE-862345F34B97,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
800,CT,66E78ADB-0037-45DF-A96F-E1A5554A1254,New Haven,Connecticut,6517,Caucasian,28,Male,Single,No,No,1,19500,13590,0,0,NULL,########
801,GA,97DD5B05-D156-488E-A4AE-A7CB05544C0D,Fulton,Georgia,30309,I'd rather not answer,45,Male,I'd rather not answer,NULL,No,4,30000,48990,110,NULL,NULL,########
802,HI,DB7BFCF6-50D8-40CD-93A9-AA2280A5C060,Honolulu,Hawaii,96712,Caucasian,30,Male,Single,No,No,1,33800,15630,0,NULL,NULL,########
803,ME,E028E69B-EBB0-44DC-8A63-8F3D42B054F3,York,Maine,3908,Caucasian,38,Female,Married / remarried,No,No,7,35000,126870,100,4,NULL,########
804,MS,D3BC6331-A2C6-4A24-A6FC-1DC81AD21D15,Harrison,Mississippi,39530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
805,NJ,D6408AB1-5472-49AC-9A34-90109D6F0AE3,Somerset,New Jersey,7060,Caucasian,63,Female,Divorced or Widowed,No,No,1,31000,13590,1000,500,NULL,########
806,NM,4DDBBDE6-F778-485F-BD08-29E0E02C3161,Bernalillo,New Mexico,87105,"Caucasian,Latino or Hispanic",54,Female,Single,No,No,1,18200,13590,1000,1000,NULL,########
807,PA,46FED712-BD04-4C56-92E2-77A437156E66,Potter,Pennsylvania,17090,Caucasian,NULL,Female,Married / remarried,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
808,TN,558F8CF2-A4A0-49DE-B694-DBA2B405419B,Warren,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
809,US,2B031058-CFEC-4F64-9513-DFC7249FB6F6,Virginia,ABA Federal,22554,Caucasian,42,Male,Separated,Yes,Yes,1,0,13590,0,0,NULL,########
810,UT,C561E20D-B554-482C-9B3C-5EDE44B024A3,Weber,Utah,84404,Caucasian,40,Other,Married / remarried,No,No,2,39684,25390,23,NULL,NULL,########
811,VT,9AA7D221-4DC6-4020-B0A2-34DBB05BAA55,Caledonia,Vermont,5843,,45,NULL,NULL,NULL,No,1,23400,13590,NULL,NULL,NULL,########
812,AL,98DE7620-B5E2-4C0B-8F19-E5A2D29CED8E,Blount,Alabama,35133,I'd rather not answer,49,Female,Divorced or Widowed,Yes,No,4,44000,48990,53,NULL,NULL,########
813,AZ,ABB662EC-1B25-4E95-9E06-7D1A01B2EB3A,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
814,NM,E159FAE4-84BC-49F4-B4B8-D9A963C59323,Sandoval,New Mexico,87004,Latino or Hispanic,NULL,Female,Divorced or Widowed,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
815,NY,4A3AB5F9-9981-4B59-BF96-4DE57CE35EAC,New York,New York,11234,Other,NULL,Female,Married / remarried,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
816,OK,47FBE7DF-FBC5-49BB-B414-C795E6FA3A35,Tulsa,Oklahoma,74014,Caucasian,NULL,Female,Divorced or Widowed,NULL,No,3,33600,37190,-230,5.35,NULL,########
817,PA,F819F64D-0AA8-43DA-A27D-53956AFB1B12,Philadelphia,Pennsylvania,19116,Asian,NULL,Male,Married / remarried,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
818,TN,72EB01AB-3D01-4872-9B0B-394BC9BF7373,Wilson,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
819,US,B80A64F3-DEA8-41AE-877F-6BF94028BC61,Mississippi,ABA Federal,39574,Caucasian,57,Female,Divorced or Widowed,No,No,1,30000,13590,600,300,NULL,########
820,VT,9AB4C1ED-AB0D-4594-87B1-67C3E6B87594,Franklin,Vermont,5454,Caucasian,49,Female,Married / remarried,No,No,4,66000,48990,700,NULL,NULL,########
821,AK,15AE3E4E-8B62-402F-936F-CC6D7EEF0BE7,Anchorage Municipality,Alaska,99652,Caucasian,29,Female,Married / remarried,No,No,3,104000,46490,15000,20000,NULL,########
822,AZ,82FF1D87-AAF3-4903-90E2-005FB4729C05,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
823,CA,86E806B4-13FF-426C-91B9-A6103CC60C4B,Alameda,California,94611,"Asian,Latino or Hispanic,Native American or Alaska Native",59,Female,Single,No,No,1,11456,13590,18,NULL,NULL,########
824,IA,81FFBBAC-B81C-471C-AE01-9AAB310F50C9,Wapello,Iowa,52501,Caucasian,57,Female,Married / remarried,No,No,1,9000,13590,NULL,NULL,NULL,########
825,KS,FBF42543-1B24-4938-9212-FC64F05DE08F,Butler,Kansas,67010,Caucasian,36,Male,Single,No,No,1,2352,13590,2,NULL,NULL,########
826,LA,B3DF7C72-D3CB-4CD4-932B-6B9310D98923,Calcasieu Parish,Louisiana,70663,Caucasian,31,Female,Divorced or Widowed,NULL,No,3,23400,51350,-96,NULL,NULL,########
827,NH,B947C65D-C3B5-4B33-B182-2E1C06F1A58A,Merrimack,New Hampshire,3229,Arab,45,Male,Married / remarried,NULL,No,3,25000,51350,20,5,NULL,########
828,NY,B643F11C-777E-42FA-9A58-198B3B1095C2,Bronx,New York,10457,Latino or Hispanic,NULL,Male,Single,NULL,No,1,17680,13590,81,NULL,NULL,########
829,PA,53FD033D-5DB6-48AF-B3B7-D6A00FF037BA,Butler,Pennsylvania,26155,Caucasian,36,Female,Married / remarried,No,No,3,36000,37190,400,1400,NULL,########
830,TN,DBA5B599-CE94-4336-9CEC-232CB09C5C54,Montgomery,Tennessee,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
831,WY,41AE3060-79C8-4993-871B-93726E83CF31,Fremont,Wyoming,82514,,NULL,NULL,NULL,NULL,No,4,24000,48990,NULL,0,NULL,########
832,AK,493FB7B1-68EA-4668-A119-872114647740,Anchorage Municipality,Alaska,99504,Caucasian,31,Female,Married / remarried,No,No,4,0,61240,0,0,NULL,########
833,AZ,C7DBCE38-77EF-4A07-A81D-79AD302D09EF,Maricopa,Arizona,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,########
834,CT,F0545BE0-6CA9-4CCF-8F4F-53DB98C9C977,Fairfield,Connecticut,94533,Other,22,Female,Single,No,No,3,20800,37190,NULL,NULL,NULL,########
835,HI,0990599C-3F84-4018-98DF-0B39D3532E75,Honolulu,Hawaii,96826,Caucasian,58,Female,Divorced or Widowed,No,No,2,12924,29205,NULL,NULL,175,########
836,MA,0D9ADDA9-A848-4267-B75F-DD4A47D5813D,Middlesex,Massachusetts,1851,Caucasian,55,Female,Married / remarried,No,No,2,36000,25390,500,NULL,NULL,########
837,MD,7550E1DF-C700-4B51-A771-0BCB3B008B9A,St. Mary's,Maryland,20653,Caucasian,33,Female,Divorced or Widowed,No,No,2,35004,25390,1,NULL,NULL,########
838,MI,2B03B9B5-E74A-4121-B0E8-699E482AB345,Wayne,Michigan,48186,Caucasian,38,Female,Separated,No,No,3,60000,32470,120,0,NULL,########
839,MO,EF860921-F06D-46EB-9395-908015E37BF0,Clay,Missouri,64155,African American,48,Male,Single,No,No,1,260000,13590,108,136,NULL,########
840,MS,AF35794D-762C-4E58-8AD3-D7F3FD0ED8ED,Calhoun,Mississippi,49224,,21,NULL,NULL,NULL,No,1,2080,13590,NULL,NULL,NULL,########
